,healthy_GSM4205771,healthy_GSM4205772,healthy_GSM4205773,healthy_GSM4205774,disease_GSM4205775,disease_GSM4205776,disease_GSM4205777,disease_GSM4205778
ENSG00000255087,0,0,0,0,0,0,0,0
ENSG00000255089,0,0,0,0,0,0,0,0
ENSG00000255090,0,3,11,1,0,2,4,2
ENSG00000255091,0,0,0,0,0,0,0,0
ENSG00000255092,0,0,0,0,0,0,0,0
ENSG00000255093,0,0,0,0,0,0,0,0
ENSG00000255094,0,0,0,0,0,0,0,0
ENSG00000255100,0,0,0,0,0,0,1,0
ENSG00000255101,0,0,0,0,0,0,0,0
ENSG00000255102,0,0,0,0,0,0,0,0
ENSG00000255104,0,0,0,0,0,0,0,0
ENSG00000255108,0,0,0,0,0,0,0,0
ENSG00000255109,0,0,0,0,0,0,0,0
ENSG00000255112,23,61,46,21,25,36,37,34
ENSG00000255114,0,0,0,0,0,0,0,0
ENSG00000255117,0,0,0,0,0,0,0,0
ENSG00000255118,0,0,0,0,0,0,0,0
ENSG00000255119,0,0,0,0,0,0,0,0
ENSG00000255120,0,0,0,0,0,0,0,0
ENSG00000255121,0,0,4,3,1,0,0,2
ENSG00000255124,0,0,0,0,0,0,0,0
ENSG00000255125,0,0,0,0,0,0,0,0
ENSG00000255126,0,0,0,0,0,0,0,0
ENSG00000255129,0,0,0,0,0,0,0,0
ENSG00000255130,0,0,0,0,0,0,0,0
ENSG00000255132,0,0,0,0,0,0,0,0
ENSG00000255133,0,0,0,0,0,0,0,0
ENSG00000255135,0,9,2,0,1,3,7,0
ENSG00000255136,0,0,0,0,0,0,0,0
ENSG00000255139,0,1,0,0,0,0,0,1
ENSG00000255142,0,0,0,0,0,0,0,0
ENSG00000255145,0,0,0,0,0,1,0,0
ENSG00000255146,0,3,0,6,0,0,0,0
ENSG00000255148,0,0,0,0,0,0,0,0
ENSG00000255150,0,4,9,0,4,1,2,5
ENSG00000255151,0,0,0,0,0,0,0,0
ENSG00000255152,0,0,0,0,0,0,0,0
ENSG00000255153,0,7,0,0,1,4,2,1
ENSG00000255154,0,0,0,0,0,0,0,0
ENSG00000255158,0,0,0,0,0,0,0,0
ENSG00000255159,0,0,0,0,0,0,0,0
ENSG00000255160,0,0,0,0,1,0,0,0
ENSG00000255164,0,0,0,0,0,0,0,0
ENSG00000255167,0,0,0,0,0,0,0,0
ENSG00000255169,0,0,0,0,0,0,0,0
ENSG00000255171,0,0,0,0,0,0,0,0
ENSG00000255173,0,0,0,0,0,0,0,0
ENSG00000255175,0,0,0,0,0,0,0,0
ENSG00000255176,0,0,0,2,1,0,0,0
ENSG00000255177,0,0,0,0,0,0,0,0
ENSG00000255178,0,0,0,0,0,0,0,0
ENSG00000255179,0,0,0,0,0,0,0,0
ENSG00000255181,0,0,0,0,0,0,0,0
ENSG00000255183,0,0,0,0,0,0,0,0
ENSG00000255187,0,0,0,0,0,0,0,0
ENSG00000255191,0,0,0,0,0,0,0,0
ENSG00000255192,0,0,0,0,0,0,0,0
ENSG00000255193,0,0,0,0,0,0,0,0
ENSG00000255197,0,0,0,0,0,0,0,0
ENSG00000255198,61,120,53,51,60,30,37,50
ENSG00000255201,0,0,0,0,0,0,0,0
ENSG00000255202,0,0,0,0,0,0,0,0
ENSG00000255206,0,0,0,0,0,0,0,0
ENSG00000255208,0,0,0,0,0,0,0,0
ENSG00000255209,0,0,0,0,0,0,0,0
ENSG00000255216,0,0,0,0,0,0,0,0
ENSG00000255219,0,0,0,0,0,0,0,0
ENSG00000255221,0,0,0,0,0,0,0,0
ENSG00000255223,0,0,0,0,0,0,0,0
ENSG00000255224,1,0,0,0,2,0,2,0
ENSG00000255226,0,0,0,0,0,0,0,0
ENSG00000255227,0,0,0,0,0,0,0,0
ENSG00000255229,0,0,0,0,0,0,0,0
ENSG00000255233,0,0,0,0,0,0,0,0
ENSG00000255234,0,0,0,0,0,0,0,0
ENSG00000255236,0,0,0,0,0,0,0,0
ENSG00000255237,0,0,0,0,0,0,0,0
ENSG00000255240,0,0,0,0,0,0,0,0
ENSG00000255241,0,0,0,0,0,0,0,0
ENSG00000255243,0,0,0,0,0,0,0,0
ENSG00000255244,0,0,0,0,0,0,0,0
ENSG00000255245,0,0,0,0,0,0,0,0
ENSG00000255246,0,0,0,0,0,0,0,0
ENSG00000255247,0,0,0,0,0,0,0,0
ENSG00000255250,0,0,0,0,0,0,0,0
ENSG00000255251,0,0,0,0,0,0,0,0
ENSG00000255252,0,0,0,0,0,0,0,0
ENSG00000255257,0,0,0,0,0,0,0,0
ENSG00000255258,0,0,0,0,0,0,0,0
ENSG00000255260,0,0,0,0,0,0,0,0
ENSG00000255267,0,0,0,0,0,0,0,0
ENSG00000255269,0,0,0,0,0,0,0,0
ENSG00000255271,0,0,0,0,0,0,0,0
ENSG00000255272,0,0,0,0,0,0,0,0
ENSG00000255274,0,0,0,0,0,0,0,0
ENSG00000255275,0,0,0,0,0,0,0,0
ENSG00000255276,0,0,0,0,0,0,0,0
ENSG00000255279,0,0,0,0,0,0,0,0
ENSG00000255284,4,10,5,2,16,10,4,24
ENSG00000255289,0,0,0,0,0,0,0,0
ENSG00000255292,0,0,0,0,0,0,0,0
ENSG00000255298,0,0,0,0,0,0,0,0
ENSG00000255299,0,0,0,0,0,0,0,0
ENSG00000255300,0,0,0,0,0,0,0,0
ENSG00000255301,0,0,0,0,0,0,0,0
ENSG00000255302,592,1803,997,714,627,763,737,797
ENSG00000255306,0,0,0,0,0,0,1,0
ENSG00000255307,0,0,0,0,0,0,0,0
ENSG00000255308,0,0,0,0,0,0,0,0
ENSG00000255311,0,0,0,0,0,0,0,0
ENSG00000255313,0,0,0,0,0,0,0,0
ENSG00000255314,0,0,0,0,0,0,0,0
ENSG00000255317,0,3,0,0,0,0,0,0
ENSG00000255318,0,0,0,0,0,0,0,0
ENSG00000255320,0,1,0,0,0,0,0,0
ENSG00000255321,0,0,0,0,0,0,0,0
ENSG00000255323,0,0,0,0,0,0,0,0
ENSG00000255325,0,1,0,0,1,0,0,0
ENSG00000255326,0,0,0,0,0,1,0,0
ENSG00000255327,1,0,0,1,0,0,1,0
ENSG00000255328,0,0,0,0,0,2,1,1
ENSG00000255330,0,0,0,0,4,1,0,0
ENSG00000255332,0,0,0,0,0,0,0,0
ENSG00000255335,0,0,0,0,0,0,0,0
ENSG00000255337,0,0,0,0,1,1,0,3
ENSG00000255339,0,0,0,0,0,0,0,0
ENSG00000255340,0,0,0,0,0,0,0,0
ENSG00000255344,0,0,0,0,0,0,0,0
ENSG00000255345,0,0,0,0,0,0,1,1
ENSG00000255346,0,2,5,3,0,1,3,0
ENSG00000255348,0,0,0,0,0,0,0,0
ENSG00000255351,0,0,0,0,0,0,0,0
ENSG00000255354,0,0,0,0,0,0,0,0
ENSG00000255357,0,0,0,0,0,0,0,0
ENSG00000255359,0,0,0,0,0,0,0,0
ENSG00000255362,0,0,0,0,0,0,0,0
ENSG00000255363,0,0,0,0,0,0,0,0
ENSG00000255364,0,0,0,0,0,0,0,0
ENSG00000255366,0,0,0,0,0,0,0,0
ENSG00000255367,0,0,0,0,0,0,0,0
ENSG00000255372,0,0,0,0,0,0,0,0
ENSG00000255374,0,0,3,0,0,0,0,1
ENSG00000255375,0,0,0,0,0,0,0,0
ENSG00000255378,0,0,0,0,0,0,0,0
ENSG00000255382,0,0,0,0,0,0,0,0
ENSG00000255384,0,0,0,0,0,0,0,0
ENSG00000255388,0,0,0,0,0,0,0,0
ENSG00000255389,0,0,0,0,0,2,0,0
ENSG00000255390,0,0,0,0,0,0,0,0
ENSG00000255393,0,0,0,0,0,0,0,0
ENSG00000255394,0,0,0,0,0,0,0,0
ENSG00000255395,0,0,0,0,0,0,0,0
ENSG00000255398,0,0,0,0,0,0,0,0
ENSG00000255399,25,71,36,21,20,37,21,39
ENSG00000255400,0,0,0,0,0,0,0,0
ENSG00000255402,0,0,0,0,0,0,0,0
ENSG00000255404,0,0,0,0,0,0,0,0
ENSG00000255406,0,0,0,0,0,0,0,0
ENSG00000255408,0,0,0,0,0,0,0,0
ENSG00000255410,0,0,0,0,0,0,0,0
ENSG00000255411,0,0,0,0,0,0,0,0
ENSG00000255418,0,0,0,0,0,1,0,1
ENSG00000255420,0,0,0,0,0,0,0,0
ENSG00000255421,0,0,0,0,0,0,0,0
ENSG00000255422,0,0,0,0,0,0,0,0
ENSG00000255423,5,5,1,3,12,7,5,8
ENSG00000255426,0,0,0,0,0,0,0,0
ENSG00000255427,0,0,0,0,0,0,0,0
ENSG00000255429,0,0,0,0,0,0,0,0
ENSG00000255432,0,0,0,0,0,0,0,0
ENSG00000255433,0,0,0,0,0,0,0,0
ENSG00000255435,0,6,2,2,1,1,0,2
ENSG00000255438,0,0,0,0,0,0,0,0
ENSG00000255439,0,0,0,0,0,0,0,0
ENSG00000255441,0,0,0,0,0,0,0,0
ENSG00000255443,0,0,0,0,0,0,0,0
ENSG00000255446,0,0,0,0,0,0,0,0
ENSG00000255447,0,0,0,0,0,0,0,0
ENSG00000255449,0,0,0,0,0,0,0,2
ENSG00000255451,0,0,0,0,0,0,0,0
ENSG00000255455,2,6,0,5,15,19,5,9
ENSG00000255456,0,0,0,0,0,0,0,0
ENSG00000255458,0,0,0,0,0,0,0,0
ENSG00000255462,0,0,0,0,0,0,0,2
ENSG00000255465,0,0,0,0,0,0,0,0
ENSG00000255467,0,0,0,0,0,0,0,0
ENSG00000255468,4,0,0,1,2,2,1,1
ENSG00000255470,0,0,0,0,0,0,0,0
ENSG00000255471,1,3,3,6,7,3,4,0
ENSG00000255472,0,0,0,0,0,0,0,0
ENSG00000255474,0,0,0,0,0,0,0,0
ENSG00000255475,0,0,0,0,0,0,0,0
ENSG00000255476,0,0,0,0,0,0,0,0
ENSG00000255477,0,0,0,0,0,0,0,0
ENSG00000255478,0,0,0,0,0,0,0,0
ENSG00000255479,0,0,0,0,0,0,1,0
ENSG00000255480,0,0,0,0,0,0,0,0
ENSG00000255482,0,0,0,0,0,0,0,0
ENSG00000255484,0,0,0,0,0,0,0,0
ENSG00000255487,0,0,0,0,0,0,0,0
ENSG00000255491,0,0,0,0,0,0,0,0
ENSG00000255494,0,0,0,0,0,0,0,0
ENSG00000255495,3,1,1,0,1,0,1,3
ENSG00000255498,0,0,0,0,0,0,0,0
ENSG00000255501,0,0,0,0,0,0,0,0
ENSG00000255502,0,0,0,0,0,0,0,0
ENSG00000255503,0,0,0,0,0,0,0,0
ENSG00000255506,0,0,0,0,0,0,0,0
ENSG00000255507,0,1,0,0,0,0,0,0
ENSG00000255508,0,0,0,0,0,0,0,0
ENSG00000255512,0,0,0,0,0,0,0,0
ENSG00000255516,0,0,0,0,0,0,0,0
ENSG00000255517,4,3,2,1,2,1,0,6
ENSG00000255518,0,0,0,0,0,0,0,0
ENSG00000255520,0,0,0,0,0,0,0,0
ENSG00000255521,0,0,0,0,0,0,0,0
ENSG00000255523,0,0,0,0,0,0,0,0
ENSG00000255524,0,0,0,0,0,0,0,0
ENSG00000255525,0,0,0,0,0,0,0,0
ENSG00000255526,0,0,0,0,0,0,0,0
ENSG00000255528,0,0,0,0,0,0,0,0
ENSG00000255529,35,92,53,22,37,40,51,41
ENSG00000255537,0,0,0,0,0,0,0,0
ENSG00000255539,0,0,0,0,0,0,0,0
ENSG00000255542,0,0,0,0,0,0,0,0
ENSG00000255546,0,0,0,0,0,0,0,0
ENSG00000255548,0,0,0,0,0,0,0,0
ENSG00000255552,0,0,0,0,0,0,0,0
ENSG00000255553,0,0,0,0,0,0,0,0
ENSG00000255555,0,0,0,0,0,0,0,0
ENSG00000255557,0,0,0,0,0,0,0,0
ENSG00000255558,0,0,0,0,0,0,0,0
ENSG00000255559,2,0,0,0,0,0,0,0
ENSG00000255561,4,4,5,5,0,3,3,1
ENSG00000255565,0,0,0,0,0,0,0,0
ENSG00000255568,0,8,0,1,0,0,0,0
ENSG00000255569,0,0,0,0,0,0,0,0
ENSG00000255571,0,0,0,0,0,0,0,0
ENSG00000255572,0,0,0,0,0,0,0,0
ENSG00000255580,0,0,0,0,0,0,0,0
ENSG00000255582,0,0,0,0,0,0,0,0
ENSG00000255587,0,0,0,0,0,0,0,0
ENSG00000255595,0,0,0,0,0,0,0,0
ENSG00000255599,0,0,0,0,0,0,0,0
ENSG00000255605,0,0,0,0,0,0,0,0
ENSG00000255606,0,0,0,0,0,0,0,0
ENSG00000255618,0,0,0,0,0,0,0,0
ENSG00000255621,0,0,0,0,2,0,1,0
ENSG00000255628,0,0,0,0,0,0,0,0
ENSG00000255629,0,0,0,0,0,0,0,0
ENSG00000255639,0,0,0,0,0,0,0,0
ENSG00000255641,0,0,0,0,0,0,0,0
ENSG00000255644,0,0,0,0,0,0,0,0
ENSG00000255648,0,0,0,0,0,0,0,0
ENSG00000255649,0,0,0,0,0,0,0,0
ENSG00000255650,0,0,0,0,0,0,0,0
ENSG00000255652,0,0,0,0,0,0,0,0
ENSG00000255655,0,0,0,0,0,0,1,0
ENSG00000255660,0,0,0,0,0,0,0,0
ENSG00000255663,0,0,0,0,0,0,0,0
ENSG00000255666,0,0,0,0,0,0,0,0
ENSG00000255669,0,0,0,0,0,0,0,0
ENSG00000255670,0,0,0,0,0,0,0,0
ENSG00000255671,0,0,0,0,0,1,0,0
ENSG00000255672,0,0,0,0,0,0,0,0
ENSG00000255679,0,0,0,0,0,0,0,0
ENSG00000255680,0,0,0,2,0,0,0,0
ENSG00000255686,0,0,0,0,0,0,0,0
ENSG00000255689,0,0,0,0,0,0,0,0
ENSG00000255690,0,0,0,0,0,1,1,1
ENSG00000255692,0,0,0,0,0,0,0,0
ENSG00000255693,0,0,0,0,0,0,0,0
ENSG00000255713,0,0,0,0,0,0,0,0
ENSG00000255714,0,0,0,0,0,0,0,0
ENSG00000255727,0,0,0,0,0,0,1,0
ENSG00000255730,0,0,0,0,0,0,0,0
ENSG00000255733,0,0,0,0,0,0,0,0
ENSG00000255737,2,13,6,6,15,12,10,1
ENSG00000255740,0,0,0,0,0,0,0,0
ENSG00000255741,0,0,0,0,0,0,0,0
ENSG00000255745,0,0,0,0,0,0,0,0
ENSG00000255750,0,0,0,0,0,0,0,0
ENSG00000255760,0,0,0,0,0,0,0,0
ENSG00000255767,0,0,0,0,0,0,0,0
ENSG00000255772,0,0,0,0,0,0,0,0
ENSG00000255774,0,0,0,0,0,0,0,0
ENSG00000255775,0,0,0,0,0,0,0,0
ENSG00000255778,0,0,0,0,0,0,0,0
ENSG00000255801,0,0,0,0,0,0,0,0
ENSG00000255804,0,0,0,0,0,0,0,0
ENSG00000255808,0,0,0,0,0,0,0,0
ENSG00000255811,0,0,0,0,0,0,0,0
ENSG00000255814,0,0,0,0,0,0,0,0
ENSG00000255817,0,0,0,0,0,0,0,0
ENSG00000255819,0,0,0,0,0,0,0,0
ENSG00000255823,0,2,3,1,3,0,1,4
ENSG00000255825,0,0,0,0,0,0,0,0
ENSG00000255829,0,0,0,0,0,0,0,0
ENSG00000255833,0,0,0,0,0,0,0,0
ENSG00000255835,0,0,0,0,0,0,0,0
ENSG00000255837,0,0,0,0,0,0,0,0
ENSG00000255839,0,0,0,0,0,0,0,0
ENSG00000255843,0,0,0,0,0,0,0,0
ENSG00000255845,0,0,0,0,0,0,0,0
ENSG00000255847,0,0,0,0,0,0,0,0
ENSG00000255850,0,0,0,0,0,0,0,0
ENSG00000255856,27,49,8,13,9,14,8,15
ENSG00000255857,3,5,0,1,0,1,2,1
ENSG00000255858,0,0,0,0,0,0,0,0
ENSG00000255863,0,0,0,0,0,0,0,0
ENSG00000255864,0,2,0,3,0,0,0,4
ENSG00000255866,0,1,0,0,1,0,0,0
ENSG00000255867,0,0,0,0,0,0,0,0
ENSG00000255871,3,1,0,4,3,2,2,1
ENSG00000255872,0,0,0,0,1,0,0,0
ENSG00000255874,3,4,2,7,17,12,10,19
ENSG00000255882,0,0,0,0,0,0,0,0
ENSG00000255886,0,0,0,0,0,0,0,0
ENSG00000255893,0,0,0,0,0,0,0,0
ENSG00000255910,0,0,0,0,0,0,0,0
ENSG00000255916,0,0,0,0,0,0,0,0
ENSG00000255920,0,0,0,0,0,0,0,0
ENSG00000255921,0,0,0,0,0,0,0,0
ENSG00000255928,0,0,0,0,0,0,0,0
ENSG00000255929,0,0,0,0,0,0,0,0
ENSG00000255931,0,0,0,0,0,0,0,0
ENSG00000255933,0,0,0,0,0,0,0,0
ENSG00000255944,0,0,0,0,0,0,0,0
ENSG00000255945,0,0,0,0,0,0,0,0
ENSG00000255946,0,0,0,0,0,0,0,0
ENSG00000255947,0,0,0,0,0,0,0,0
ENSG00000255949,0,0,0,0,0,0,0,0
ENSG00000255958,0,0,0,0,0,0,0,0
ENSG00000255959,0,0,0,0,0,0,0,0
ENSG00000255966,0,0,0,0,0,0,0,0
ENSG00000255968,0,0,0,0,0,0,0,0
ENSG00000255970,0,0,0,0,0,0,0,0
ENSG00000255974,0,0,0,0,0,0,0,0
ENSG00000255980,0,1,0,0,0,0,0,0
ENSG00000255983,0,0,0,0,0,0,0,0
ENSG00000255992,0,0,0,0,1,0,0,0
ENSG00000255998,0,0,0,0,0,0,0,0
ENSG00000256001,1,0,0,0,0,0,0,0
ENSG00000256007,0,0,0,0,0,0,0,0
ENSG00000256008,0,0,0,0,0,0,0,0
ENSG00000256011,0,0,0,0,0,0,0,0
ENSG00000256013,0,0,0,0,0,0,0,0
ENSG00000256022,0,0,0,0,0,0,0,0
ENSG00000256025,0,0,0,0,0,0,0,0
ENSG00000256029,0,0,0,0,0,0,0,0
ENSG00000256034,0,0,0,0,0,0,0,0
ENSG00000256039,0,0,0,0,0,0,0,0
ENSG00000256040,0,0,0,0,0,0,0,0
ENSG00000256043,5,23,16,14,26,39,50,32
ENSG00000256045,0,2,8,4,1,1,1,2
ENSG00000256050,0,0,5,0,0,0,1,0
ENSG00000256053,54,143,108,36,48,62,51,93
ENSG00000256060,14,30,3,6,9,6,7,6
ENSG00000256061,3,11,5,11,8,7,9,6
ENSG00000256064,0,0,0,0,0,0,0,0
ENSG00000256071,0,0,0,0,0,0,0,0
ENSG00000256072,0,0,0,0,0,0,0,0
ENSG00000256073,5,20,8,12,6,4,7,6
ENSG00000256077,0,0,0,0,0,0,0,0
ENSG00000256083,0,0,0,0,0,0,0,0
ENSG00000256084,0,0,0,0,0,0,0,0
ENSG00000256085,0,0,0,0,0,0,0,0
ENSG00000256087,10,21,0,9,12,14,21,28
ENSG00000256092,1,1,7,3,5,6,1,11
ENSG00000256100,0,0,0,0,0,0,0,0
ENSG00000256101,0,0,0,0,0,0,0,0
ENSG00000256115,0,0,0,0,0,0,0,0
ENSG00000256116,0,0,0,0,0,0,0,0
ENSG00000256120,0,0,0,0,0,0,0,0
ENSG00000256124,0,1,0,3,1,1,1,6
ENSG00000256128,0,0,0,0,0,0,0,0
ENSG00000256137,0,0,0,0,0,0,0,0
ENSG00000256146,0,0,0,0,0,0,0,0
ENSG00000256149,0,0,0,0,0,0,0,0
ENSG00000256150,0,0,0,0,0,0,0,0
ENSG00000256151,0,0,0,0,0,0,0,0
ENSG00000256152,0,0,0,0,0,0,0,0
ENSG00000256155,0,0,0,0,0,0,0,0
ENSG00000256162,0,0,0,0,0,0,0,0
ENSG00000256164,0,0,0,0,0,0,0,0
ENSG00000256166,0,0,0,0,0,0,0,0
ENSG00000256172,0,0,0,0,0,0,0,0
ENSG00000256188,0,4,0,6,0,3,4,6
ENSG00000256193,0,0,0,0,0,0,0,0
ENSG00000256195,0,0,0,0,0,0,0,0
ENSG00000256196,0,0,0,0,0,0,0,0
ENSG00000256199,0,0,0,0,0,0,0,0
ENSG00000256204,0,0,6,0,0,0,0,0
ENSG00000256206,0,0,0,0,0,0,0,0
ENSG00000256209,0,0,0,0,0,0,0,0
ENSG00000256218,0,0,0,0,0,0,0,0
ENSG00000256222,9,10,7,9,4,52,39,69
ENSG00000256223,2,8,1,2,9,6,7,2
ENSG00000256226,0,0,0,0,0,0,0,0
ENSG00000256229,3,9,3,3,10,5,5,5
ENSG00000256232,0,0,0,0,0,0,0,0
ENSG00000256234,0,0,0,0,0,0,0,0
ENSG00000256235,64,238,90,62,65,70,51,45
ENSG00000256237,0,0,0,0,0,0,0,0
ENSG00000256248,0,0,0,0,0,0,0,0
ENSG00000256249,0,0,0,0,0,0,0,0
ENSG00000256250,0,0,0,0,0,0,0,0
ENSG00000256256,0,0,0,0,0,0,0,0
ENSG00000256258,0,0,0,0,0,0,0,0
ENSG00000256259,0,0,0,0,0,0,0,0
ENSG00000256262,1,0,0,1,0,0,0,0
ENSG00000256268,4,19,7,6,5,4,4,7
ENSG00000256269,46,121,26,24,47,47,31,39
ENSG00000256271,0,0,0,0,0,0,0,0
ENSG00000256273,0,0,0,0,0,0,0,0
ENSG00000256276,0,0,0,0,0,0,0,0
ENSG00000256278,0,0,0,0,0,0,0,0
ENSG00000256281,0,0,0,0,0,0,0,0
ENSG00000256286,0,0,0,0,0,0,0,0
ENSG00000256287,0,0,0,0,0,0,0,0
ENSG00000256288,0,0,0,0,0,0,0,0
ENSG00000256292,0,0,0,0,0,0,0,0
ENSG00000256294,8,8,14,16,7,4,5,1
ENSG00000256298,0,0,0,0,0,0,0,0
ENSG00000256299,0,0,0,0,0,0,0,0
ENSG00000256311,0,0,0,0,0,0,0,0
ENSG00000256312,0,0,0,0,0,0,0,0
ENSG00000256314,0,0,0,0,0,0,0,0
ENSG00000256321,0,0,0,0,0,0,0,0
ENSG00000256325,0,0,0,2,0,0,0,0
ENSG00000256339,0,0,0,0,0,0,0,0
ENSG00000256341,1,0,1,0,0,0,0,0
ENSG00000256342,0,0,0,0,0,0,0,0
ENSG00000256343,0,0,0,0,0,0,0,0
ENSG00000256349,0,0,0,0,0,0,0,0
ENSG00000256357,0,0,0,0,0,0,0,0
ENSG00000256362,0,0,0,0,0,0,0,0
ENSG00000256364,0,0,0,0,0,0,0,0
ENSG00000256374,0,0,0,0,0,0,0,0
ENSG00000256377,0,0,0,0,0,0,0,0
ENSG00000256379,0,0,0,0,0,0,0,0
ENSG00000256389,0,0,0,0,0,0,0,0
ENSG00000256394,0,0,0,0,0,0,0,0
ENSG00000256403,0,0,0,0,0,0,0,0
ENSG00000256407,0,0,0,0,0,0,0,0
ENSG00000256417,0,0,0,0,0,0,0,0
ENSG00000256422,0,0,0,0,0,0,0,0
ENSG00000256424,0,0,0,0,0,0,0,0
ENSG00000256427,0,0,0,0,0,0,0,0
ENSG00000256433,0,0,0,0,0,0,0,0
ENSG00000256436,0,0,0,1,0,2,1,0
ENSG00000256440,0,0,0,0,0,0,0,0
ENSG00000256442,0,0,0,0,0,0,0,0
ENSG00000256443,0,0,0,0,0,0,1,1
ENSG00000256448,1,1,0,0,0,0,0,0
ENSG00000256452,0,0,0,0,0,0,0,0
ENSG00000256453,0,0,0,0,0,0,0,0
ENSG00000256458,0,0,0,0,0,0,0,0
ENSG00000256462,0,0,0,0,0,0,0,0
ENSG00000256463,0,0,0,0,0,0,0,0
ENSG00000256469,0,0,0,0,0,0,0,0
ENSG00000256473,0,0,0,0,0,0,0,0
ENSG00000256474,0,0,0,0,0,0,0,0
ENSG00000256481,1,0,0,0,0,0,0,0
ENSG00000256482,0,0,0,0,0,0,0,0
ENSG00000256484,0,0,0,0,0,0,0,0
ENSG00000256494,0,0,0,0,0,0,0,0
ENSG00000256499,0,0,0,0,0,0,0,0
ENSG00000256500,0,0,0,0,0,0,0,0
ENSG00000256504,0,0,0,0,0,0,0,0
ENSG00000256508,3,6,0,0,4,1,1,0
ENSG00000256512,0,0,0,0,0,0,0,0
ENSG00000256513,0,0,0,0,0,0,0,0
ENSG00000256514,0,0,0,0,0,0,0,0
ENSG00000256525,7,11,13,17,3,2,11,14
ENSG00000256537,46,169,59,49,54,59,58,79
ENSG00000256538,0,0,0,0,0,0,0,0
ENSG00000256540,0,0,0,0,0,0,0,0
ENSG00000256542,0,0,0,0,0,0,0,1
ENSG00000256551,0,0,0,0,0,0,0,0
ENSG00000256553,0,0,0,0,0,0,0,0
ENSG00000256560,0,0,0,0,0,0,0,0
ENSG00000256564,0,0,0,0,0,0,0,0
ENSG00000256566,0,0,0,0,0,0,0,0
ENSG00000256568,0,0,0,0,0,0,0,0
ENSG00000256569,0,0,0,0,0,0,0,0
ENSG00000256574,0,0,0,0,0,0,0,0
ENSG00000256576,2,0,0,0,1,0,0,0
ENSG00000256577,0,0,0,0,0,0,0,0
ENSG00000256582,0,0,0,0,0,0,0,0
ENSG00000256590,0,0,0,0,0,0,0,0
ENSG00000256591,1,2,0,0,2,1,1,2
ENSG00000256596,0,0,0,0,0,0,0,0
ENSG00000256597,0,0,0,0,0,0,0,0
ENSG00000256603,0,6,0,0,1,0,1,0
ENSG00000256609,0,0,0,0,0,0,0,0
ENSG00000256615,0,0,0,0,0,0,0,0
ENSG00000256618,93,213,80,41,122,93,97,169
ENSG00000256628,3,9,9,7,2,3,4,5
ENSG00000256632,0,0,0,0,0,0,0,0
ENSG00000256633,0,0,0,0,0,0,0,0
ENSG00000256637,0,0,0,0,0,0,0,0
ENSG00000256642,0,0,0,0,0,0,0,0
ENSG00000256643,0,0,0,0,0,0,0,0
ENSG00000256646,0,0,0,0,0,0,0,0
ENSG00000256654,0,0,0,0,0,0,0,0
ENSG00000256658,0,6,0,0,0,0,0,0
ENSG00000256659,0,0,0,0,0,0,0,0
ENSG00000256660,0,0,0,0,0,0,0,0
ENSG00000256661,0,0,0,0,0,0,0,0
ENSG00000256670,0,0,0,0,0,0,0,0
ENSG00000256671,0,0,0,0,0,0,0,0
ENSG00000256672,0,0,0,0,0,0,0,0
ENSG00000256683,7,24,12,16,18,13,9,7
ENSG00000256684,0,0,0,0,0,0,0,0
ENSG00000256686,0,0,0,0,0,0,0,0
ENSG00000256690,0,3,0,0,0,2,0,0
ENSG00000256691,0,0,0,0,0,0,0,0
ENSG00000256694,0,0,0,0,0,0,0,0
ENSG00000256695,0,0,0,0,0,0,0,0
ENSG00000256699,0,0,0,0,0,0,0,0
ENSG00000256705,0,0,0,0,0,0,0,0
ENSG00000256706,0,0,0,0,0,0,0,0
ENSG00000256713,0,1,0,0,4,8,2,7
ENSG00000256714,0,0,0,0,0,0,0,0
ENSG00000256717,0,0,0,0,0,0,0,0
ENSG00000256725,0,0,0,0,0,0,0,0
ENSG00000256732,0,0,0,0,0,0,0,0
ENSG00000256733,0,0,0,0,0,0,0,0
ENSG00000256739,0,0,0,0,0,0,0,0
ENSG00000256742,0,0,0,0,1,0,2,0
ENSG00000256746,0,0,0,0,0,0,0,0
ENSG00000256747,0,0,0,0,0,0,0,0
ENSG00000256750,0,0,0,0,0,0,0,0
ENSG00000256751,0,0,0,0,0,0,0,0
ENSG00000256757,0,0,0,0,0,0,0,0
ENSG00000256762,0,0,0,0,0,0,0,0
ENSG00000256763,0,0,0,0,0,0,0,0
ENSG00000256769,0,0,0,0,0,0,0,0
ENSG00000256771,4,5,6,3,5,5,6,2
ENSG00000256783,0,0,0,0,0,0,0,0
ENSG00000256789,0,0,0,0,0,0,0,0
ENSG00000256790,0,0,0,0,0,0,0,0
ENSG00000256797,0,0,0,0,0,0,0,0
ENSG00000256802,4,2,2,1,8,3,2,3
ENSG00000256803,0,0,0,0,0,0,0,0
ENSG00000256806,2,2,0,0,0,2,2,3
ENSG00000256810,0,0,0,0,0,0,0,0
ENSG00000256811,0,0,0,0,0,0,0,0
ENSG00000256812,0,0,0,0,2,0,1,0
ENSG00000256813,0,1,0,0,0,0,0,1
ENSG00000256814,0,0,0,0,0,0,0,0
ENSG00000256824,0,0,0,0,0,0,0,0
ENSG00000256825,0,0,0,0,0,0,0,0
ENSG00000256861,0,0,0,0,0,0,0,0
ENSG00000256862,0,0,0,0,0,0,0,0
